Orthogroup	Orthogroup	Amaranthus_Cruentus	Amaranthus_hypochondriacus	Atriplex_hortensis_longest	Beta_patula.longest	Beta_vulgaris_longest	Cquinoa_QQ74_v2.A	Cquinoa_QQ74_v2.B	Haloxylon_ammodendron	Salicornia_bigelovii.pro.B	Salicornia_bigelovii.pro.D	Salicornia_europaea_France.pro.A	Salicornia_europaea_France.pro.C	Spinacia_oleracea	Spinacia_tetrandra	Spinacia_turkestanica	Suaeda_glauca.A	Suaeda_glauca.B	at	kau3287.l	kau3288.l	kin3565.l	kin4237.l	
OG0000222	OG0000222	0	0	0	0	0	0	1	0	2	2	5	5	6	0	0	58	58	0	1	7	3	1	
OG0000223	OG0000223	4	0	19	1	0	7	15	5	5	6	2	5	45	3	5	6	3	4	2	3	5	3	
OG0000224	OG0000224	9	0	11	2	4	2	2	5	3	8	6	2	22	23	5	10	10	4	0	7	7	5	
OG0000225	OG0000225	6	5	3	6	6	5	8	9	2	6	7	7	3	3	2	11	12	19	8	6	6	7	
OG0000226	OG0000226	0	0	26	4	7	1	3	10	0	4	3	3	51	3	11	2	2	0	5	7	4	1	
OG0000227	OG0000227	7	7	7	7	7	6	5	5	7	6	6	7	1	10	8	6	6	10	7	7	7	7	
OG0000228	OG0000228	0	0	1	0	0	0	0	0	1	2	39	15	44	0	0	3	2	0	17	2	7	13	
OG0000229	OG0000229	8	7	8	5	7	5	7	7	7	7	6	7	2	6	7	7	7	11	6	5	7	6	
OG0000230	OG0000230	4	0	1	0	0	1	1	4	19	32	9	2	15	1	1	14	12	0	6	11	9	3	
OG0000231	OG0000231	3	8	14	3	6	5	6	19	2	1	2	3	9	13	7	11	10	2	4	6	6	5	
OG0000232	OG0000232	0	2	15	0	3	36	32	4	2	0	5	1	12	9	2	3	1	0	7	2	5	4	
OG0000233	OG0000233	0	1	0	0	0	2	0	7	11	10	7	3	7	3	27	18	15	0	8	10	1	15	
OG0000234	OG0000234	5	3	15	6	8	8	10	16	2	3	2	3	7	8	7	11	11	0	5	5	4	5	
OG0000235	OG0000235	7	6	6	4	4	6	6	9	3	6	9	9	4	4	2	13	10	0	9	9	9	9	
OG0000236	OG0000236	0	0	44	4	8	20	21	17	0	0	0	0	13	1	3	6	7	0	0	0	0	0	
OG0000237	OG0000237	2	2	7	4	7	5	5	3	10	7	10	10	5	5	5	6	5	1	11	10	11	12	
OG0000238	OG0000238	11	10	4	9	8	6	10	8	7	9	5	6	4	3	3	4	5	7	6	6	5	7	
OG0000239	OG0000239	0	1	68	3	1	2	12	9	4	0	8	11	1	1	1	4	4	0	3	5	0	5	
OG0000240	OG0000240	0	0	12	0	1	3	9	4	13	22	13	10	0	0	6	0	0	0	9	5	26	10	
OG0000241	OG0000241	0	0	5	7	2	0	3	11	4	5	13	9	15	4	8	8	5	0	1	18	12	13	
OG0000242	OG0000242	0	0	1	0	0	0	0	1	0	0	3	0	128	1	0	1	1	0	1	1	3	1	
OG0000243	OG0000243	8	5	5	5	4	6	8	11	3	7	7	8	3	3	3	8	9	6	8	8	8	8	
OG0000244	OG0000244	7	9	6	9	9	6	6	8	6	8	6	6	4	6	4	5	5	8	5	5	6	7	
OG0000245	OG0000245	3	7	7	5	5	5	5	18	3	1	8	1	12	7	8	7	9	0	7	5	7	11	
OG0000246	OG0000246	2	5	32	1	2	3	25	0	1	3	0	1	5	0	0	30	29	0	1	0	0	1	
OG0000247	OG0000247	0	1	0	0	0	7	8	0	13	10	5	1	18	32	18	0	2	8	3	3	4	8	
OG0000248	OG0000248	0	0	29	1	1	2	10	41	7	5	0	0	2	3	0	4	4	0	7	8	9	8	
OG0000249	OG0000249	0	0	1	0	1	0	5	2	0	1	2	5	4	22	14	36	37	0	3	4	1	3	
OG0000250	OG0000250	0	0	1	0	0	1	0	1	15	17	13	4	0	0	0	31	35	0	2	7	9	5	
OG0000251	OG0000251	0	0	0	0	1	0	0	1	28	13	14	29	1	1	0	0	0	0	6	21	12	14	
OG0000252	OG0000252	0	0	0	0	0	0	0	4	8	5	25	33	0	0	0	0	0	0	3	23	21	19	
OG0000253	OG0000253	6	4	6	6	6	9	5	5	8	6	8	8	4	5	3	5	7	8	8	8	8	7	
OG0000254	OG0000254	0	0	22	0	0	2	5	37	14	6	7	0	0	0	0	8	11	0	7	9	6	5	
OG0000255	OG0000255	0	0	18	1	2	3	7	37	2	3	2	2	6	12	17	10	8	0	2	2	3	2	
OG0000256	OG0000256	0	0	7	0	1	2	9	3	6	5	14	17	5	5	0	1	5	0	19	11	14	13	
OG0000257	OG0000257	0	0	6	0	2	3	9	33	4	4	8	9	2	5	19	10	12	0	2	4	2	3	
OG0000258	OG0000258	3	4	7	1	4	7	5	24	3	2	3	3	2	11	9	9	11	12	4	4	4	4	
OG0000259	OG0000259	1	1	5	3	3	1	3	20	4	2	3	2	6	15	13	18	15	2	3	6	5	5	
OG0000260	OG0000260	1	0	27	0	2	8	13	7	4	2	5	3	4	11	13	3	6	0	8	8	3	7	
OG0000261	OG0000261	3	1	25	1	2	2	7	15	3	2	15	7	2	4	4	2	2	0	9	10	10	9	
OG0000262	OG0000262	0	0	35	0	0	56	34	3	1	0	1	0	1	0	0	0	0	0	0	1	2	1	
OG0000263	OG0000263	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OG0000264	OG0000264	6	5	6	4	5	11	10	6	3	5	5	1	2	1	3	16	11	10	6	6	6	6	
OG0000265	OG0000265	2	2	9	11	8	9	12	14	5	2	5	2	5	6	6	10	9	0	5	5	4	3	
OG0000266	OG0000266	53	0	0	1	1	1	0	8	4	4	3	5	2	0	5	0	0	0	14	11	8	14	
OG0000267	OG0000267	15	12	10	12	12	3	10	7	1	0	1	1	10	9	18	3	6	0	1	1	1	1	
OG0000268	OG0000268	0	1	44	0	0	0	1	0	8	11	1	0	3	14	2	10	5	0	2	10	4	18	
OG0000269	OG0000269	0	0	35	1	4	9	9	20	2	8	6	2	8	0	10	0	0	0	5	5	6	3	
OG0000270	OG0000270	4	0	3	7	7	27	32	10	1	0	3	1	3	19	1	3	2	0	4	1	2	2	
OG0000271	OG0000271	0	0	0	1	1	0	0	112	0	1	1	0	9	0	0	3	4	0	0	0	0	0	
OG0000272	OG0000272	4	7	5	6	6	5	7	6	5	5	5	5	6	7	6	7	7	12	5	5	5	5	
OG0000273	OG0000273	2	1	23	2	2	1	4	21	5	6	5	6	2	4	3	5	8	0	5	6	10	10	
OG0000274	OG0000274	5	2	4	5	7	9	7	6	4	7	8	7	5	7	5	5	5	8	7	4	7	7	
OG0000275	OG0000275	0	1	5	3	5	3	23	12	8	12	1	0	11	8	11	2	1	0	2	17	2	3	
OG0000276	OG0000276	0	0	13	3	6	8	10	5	10	1	9	1	2	6	2	10	9	0	7	6	19	3	
OG0000277	OG0000277	0	0	13	0	1	13	5	2	3	3	14	10	7	3	5	9	9	0	3	13	14	3	
OG0000278	OG0000278	0	0	0	0	0	0	0	0	0	2	0	2	11	1	1	51	53	0	3	3	2	1	
OG0000279	OG0000279	6	11	9	2	3	3	6	23	0	0	1	0	6	14	7	16	17	0	1	1	2	1	
OG0000280	OG0000280	0	0	9	0	0	1	0	28	22	12	14	2	23	1	2	0	0	0	6	1	7	1	
OG0000281	OG0000281	0	0	0	4	7	0	0	59	0	0	0	0	44	0	5	2	2	0	1	0	2	3	
OG0000282	OG0000282	0	0	0	0	0	0	0	0	5	2	1	4	89	1	0	1	1	0	4	7	6	8	
OG0000283	OG0000283	0	0	13	2	5	0	8	5	10	4	25	2	5	1	31	2	2	0	1	0	11	1	
OG0000284	OG0000284	5	4	9	2	2	2	10	13	0	3	2	2	9	7	7	14	13	0	8	6	4	5	
OG0000285	OG0000285	9	7	7	6	4	7	7	8	3	4	5	4	9	7	6	5	9	2	4	5	4	5	
OG0000286	OG0000286	0	1	32	0	1	0	0	10	16	14	0	0	11	1	3	7	7	0	5	4	12	3	
OG0000287	OG0000287	0	0	11	2	2	5	12	12	5	1	3	4	7	7	3	23	12	0	3	4	6	5	
OG0000288	OG0000288	6	5	7	6	6	6	7	4	5	6	7	7	0	5	7	6	6	3	7	6	7	7	
OG0000289	OG0000289	0	0	10	0	0	1	1	18	0	0	2	0	59	0	0	14	16	0	1	0	3	1	
OG0000290	OG0000290	2	2	14	3	4	3	8	15	1	0	1	2	12	12	11	11	13	2	2	2	3	2	
OG0000291	OG0000291	2	3	12	4	7	6	4	11	2	7	5	5	3	5	2	7	10	7	7	6	5	5	
OG0000292	OG0000292	0	1	17	0	1	7	4	25	12	7	7	5	4	6	1	3	4	0	2	16	2	1	
OG0000293	OG0000293	0	0	13	1	2	16	7	10	4	3	1	0	26	24	2	0	0	0	6	4	1	5	
OG0000294	OG0000294	0	0	1	1	0	0	0	16	4	6	9	2	17	0	0	23	23	0	2	12	7	1	
OG0000295	OG0000295	2	5	9	4	6	9	6	5	1	0	2	2	5	13	6	8	10	22	2	2	2	2	
OG0000296	OG0000296	3	1	15	1	1	9	13	3	2	3	1	1	5	16	6	15	12	10	1	1	2	2	
OG0000297	OG0000297	5	5	5	6	6	6	5	6	6	0	5	8	1	6	5	8	8	8	7	6	6	5	
OG0000298	OG0000298	0	0	1	2	2	26	33	6	1	2	0	1	4	1	5	13	12	0	3	2	2	7	
OG0000299	OG0000299	10	2	6	6	6	6	5	5	5	5	5	5	4	6	6	6	5	9	5	5	5	5	
OG0000300	OG0000300	0	0	10	0	0	1	2	4	23	9	20	22	1	0	0	1	1	0	5	4	9	10	
OG0000301	OG0000301	0	0	0	2	0	0	0	0	12	8	33	11	0	0	0	1	1	0	2	3	29	20	
OG0000302	OG0000302	11	3	12	3	1	24	19	14	1	1	0	0	9	1	18	0	0	0	2	2	0	0	
OG0000303	OG0000303	2	3	3	2	4	10	11	4	3	6	5	8	2	2	3	11	11	0	5	4	5	17	
OG0000304	OG0000304	0	0	25	1	0	0	1	11	1	1	1	1	62	1	1	7	7	0	1	0	0	0	
OG0000305	OG0000305	0	0	7	1	2	2	2	1	0	5	0	0	0	0	2	48	42	0	0	0	3	6	
OG0000306	OG0000306	7	7	5	5	5	5	5	5	5	4	5	5	5	5	3	5	7	11	5	5	6	5	
OG0000307	OG0000307	1	1	11	1	2	5	14	18	3	1	3	3	5	9	5	2	6	14	4	4	4	4	
OG0000308	OG0000308	4	11	7	5	6	5	2	15	1	3	4	3	9	12	7	4	4	0	4	5	2	6	
OG0000309	OG0000309	18	6	3	0	0	0	2	3	0	1	1	0	79	1	0	0	0	0	1	2	1	1	
OG0000310	OG0000310	3	6	6	8	9	5	6	6	5	3	5	5	8	6	4	6	6	2	5	5	5	5	
OG0000311	OG0000311	4	1	4	0	0	0	0	22	5	13	2	0	1	1	0	9	7	1	12	17	9	11	
OG0000312	OG0000312	0	0	1	2	0	0	2	1	11	19	17	13	14	2	0	5	3	1	2	11	7	8	
OG0000313	OG0000313	6	11	5	2	3	4	6	3	6	5	7	6	2	3	1	12	8	5	6	6	5	6	
OG0000314	OG0000314	1	2	20	13	5	6	8	0	1	2	0	0	4	6	8	6	6	3	1	11	5	10	
OG0000315	OG0000315	0	0	0	0	0	0	0	0	0	0	0	0	117	1	0	0	0	0	0	0	0	0	
OG0000316	OG0000316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	
OG0000317	OG0000317	1	11	27	1	1	22	18	8	0	0	0	0	8	8	2	5	5	0	0	0	0	0	
OG0000318	OG0000318	2	0	5	2	6	0	0	1	14	6	14	3	2	13	1	2	8	0	2	11	12	13	
OG0000319	OG0000319	13	17	6	6	6	4	6	15	0	3	3	3	2	2	0	2	3	0	4	8	8	5	
OG0000320	OG0000320	4	4	6	7	6	4	5	6	5	2	5	5	5	4	5	5	5	8	6	6	6	7	
OG0000321	OG0000321	0	0	3	3	3	3	0	35	1	1	0	0	32	0	2	9	10	0	4	3	3	4	
OG0000322	OG0000322	4	4	4	4	7	4	5	4	2	1	6	6	3	7	6	6	16	6	5	4	4	7	
OG0000323	OG0000323	5	6	11	4	5	8	9	6	5	2	4	5	4	11	7	2	1	3	5	6	2	4	
OG0000324	OG0000324	5	5	4	5	5	7	11	6	2	4	4	4	7	7	7	8	7	1	4	4	4	4	
OG0000325	OG0000325	2	1	7	5	5	5	4	4	4	5	6	6	8	6	7	7	8	1	6	6	6	6	
OG0000326	OG0000326	3	5	7	1	6	6	6	5	4	7	5	6	7	7	6	6	6	4	4	5	4	5	
OG0000327	OG0000327	3	5	8	5	3	4	10	19	1	1	3	2	2	2	3	11	9	4	5	6	5	4	
OG0000328	OG0000328	1	2	10	9	9	2	5	7	2	1	2	2	7	12	13	12	11	0	2	2	2	2	
OG0000329	OG0000329	1	0	6	2	2	0	1	0	14	11	1	0	1	9	0	28	18	0	2	9	9	1	
OG0000330	OG0000330	0	1	5	0	2	1	4	5	9	2	18	26	2	4	1	1	1	0	4	3	13	13	
OG0000331	OG0000331	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OG0000332	OG0000332	0	0	5	2	4	4	2	26	14	1	0	1	33	4	0	0	0	0	7	3	8	1	
OG0000333	OG0000333	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	7	6	8	5	5	5	5	
OG0000334	OG0000334	6	7	5	6	5	6	5	5	5	5	5	5	5	2	2	6	6	8	5	5	5	5	
OG0000335	OG0000335	4	3	5	3	4	3	5	8	5	2	7	4	3	5	3	9	9	12	5	5	6	4	
OG0000336	OG0000336	12	0	10	1	1	4	2	5	8	7	10	13	7	1	0	4	2	0	4	3	4	16	
OG0000337	OG0000337	2	3	8	7	8	5	10	9	1	9	3	3	4	7	8	5	7	1	4	5	2	3	
OG0000338	OG0000338	0	0	11	1	3	3	7	22	1	0	0	0	6	22	21	3	3	0	3	3	2	3	
OG0000339	OG0000339	0	0	5	5	8	1	1	13	12	5	1	1	0	1	0	5	6	0	7	8	30	5	
OG0000340	OG0000340	0	0	7	0	4	3	7	3	0	0	0	0	18	16	16	20	20	0	0	0	0	0	
OG0000341	OG0000341	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OG0000342	OG0000342	4	4	6	4	4	7	4	5	5	4	5	5	5	4	4	10	6	4	6	6	5	6	
OG0000343	OG0000343	6	6	5	5	5	5	5	6	5	5	5	5	5	6	4	4	4	7	5	5	5	5	
OG0000344	OG0000344	5	5	8	2	2	5	4	7	2	4	3	1	6	6	6	9	10	9	4	5	5	5	
OG0000345	OG0000345	0	0	2	0	0	0	0	0	0	0	0	0	66	1	44	0	0	0	0	0	0	0	
OG0000346	OG0000346	8	8	5	5	7	5	5	5	4	4	4	4	3	5	4	4	5	11	4	4	4	4	
OG0000347	OG0000347	5	3	10	7	7	5	12	7	1	2	2	2	7	9	7	7	5	5	2	2	3	2	
OG0000348	OG0000348	0	18	10	1	2	1	5	14	11	3	2	7	3	3	2	0	0	0	3	9	13	5	
OG0000349	OG0000349	0	0	13	0	0	1	2	6	7	11	11	5	5	0	1	2	1	0	7	21	6	13	
OG0000350	OG0000350	0	0	0	0	0	1	0	34	2	6	6	5	7	17	1	8	9	0	3	5	8	0	
OG0000351	OG0000351	6	0	8	1	2	3	0	0	5	10	5	21	11	19	8	0	1	1	2	2	5	1	
OG0000352	OG0000352	4	3	5	5	5	4	4	5	6	6	5	5	3	5	6	9	6	5	5	5	5	5	
OG0000353	OG0000353	0	3	2	0	0	1	1	31	4	5	0	0	49	2	0	2	3	0	2	2	2	2	
OG0000354	OG0000354	0	0	13	0	1	1	0	4	9	1	11	13	11	1	23	0	0	1	11	2	2	7	
OG0000355	OG0000355	4	5	5	5	5	4	5	6	4	4	5	5	5	5	5	5	4	9	5	5	5	5	
OG0000356	OG0000356	8	4	8	2	3	5	7	5	2	2	2	2	10	8	10	12	12	0	2	2	2	2	
OG0000357	OG0000357	7	6	2	9	11	5	3	6	6	2	4	6	3	4	6	5	5	0	6	6	3	5	
OG0000358	OG0000358	0	0	4	1	1	5	3	5	7	6	9	10	0	0	0	8	7	0	10	11	12	11	
OG0000359	OG0000359	5	6	4	5	5	5	4	4	5	5	5	5	3	3	3	6	6	10	5	5	5	5	
OG0000360	OG0000360	7	28	4	2	7	0	2	6	0	1	4	0	5	4	2	7	5	0	7	7	5	6	
OG0000361	OG0000361	0	0	35	3	3	3	2	9	2	1	3	2	1	7	2	2	3	11	4	4	7	5	
OG0000362	OG0000362	0	0	0	0	0	0	0	14	25	34	6	5	0	0	0	0	0	0	10	6	4	5	
OG0000363	OG0000363	0	0	0	0	0	0	0	0	11	14	71	3	0	0	0	0	0	0	2	3	3	2	
OG0000364	OG0000364	7	6	6	5	6	6	3	8	3	2	2	4	3	3	4	3	4	15	4	4	5	5	
OG0000365	OG0000365	7	6	6	5	8	5	5	2	4	3	2	3	5	3	6	6	8	5	5	5	5	4	
OG0000366	OG0000366	5	15	16	1	1	6	14	2	0	0	0	0	3	21	20	1	1	0	1	1	0	0	
OG0000367	OG0000367	0	0	0	0	0	1	5	2	2	1	14	5	1	5	0	1	1	0	0	18	30	22	
OG0000368	OG0000368	11	11	26	0	4	3	4	0	0	7	2	4	4	5	3	10	11	0	1	1	0	0	
OG0000369	OG0000369	6	5	4	4	4	3	5	4	5	5	5	5	2	5	5	6	7	6	5	5	5	6	
OG0000370	OG0000370	4	2	7	5	5	4	6	5	4	2	6	5	3	3	4	4	3	14	5	5	5	6	
OG0000371	OG0000371	13	0	11	9	10	6	10	7	1	3	3	1	5	4	3	1	7	1	3	4	2	3	
OG0000372	OG0000372	0	1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OG0000373	OG0000373	0	0	5	0	1	0	0	18	13	13	6	6	2	5	1	0	0	0	5	16	15	1	
OG0000374	OG0000374	4	3	4	3	3	9	5	5	6	1	4	6	3	6	7	11	12	0	4	3	3	4	
OG0000375	OG0000375	5	0	5	4	5	17	2	3	4	3	0	0	3	5	6	8	6	1	10	8	11	0	
OG0000376	OG0000376	3	4	8	3	4	5	9	10	0	2	5	6	4	2	2	9	7	0	6	6	6	5	
OG0000377	OG0000377	2	4	5	3	4	3	4	9	5	5	5	7	5	6	6	8	4	0	4	6	5	6	
OG0000378	OG0000378	2	2	6	4	5	4	4	3	5	6	7	6	3	3	3	8	7	4	7	6	7	4	
OG0000379	OG0000379	4	5	47	1	1	0	9	6	3	3	3	1	6	0	0	4	1	0	2	2	2	6	
OG0000380	OG0000380	1	0	1	0	0	2	10	2	7	6	10	8	13	0	1	16	17	0	4	6	0	2	
OG0000381	OG0000381	0	12	30	5	4	0	3	2	3	2	2	0	8	0	2	13	12	0	0	3	5	0	
OG0000382	OG0000382	0	0	2	0	0	1	17	0	0	0	0	0	85	0	1	0	0	0	0	0	0	0	
OG0000383	OG0000383	3	4	4	4	6	3	4	7	2	1	2	2	10	12	11	8	9	5	2	2	2	2	
OG0000384	OG0000384	1	2	9	5	5	16	10	15	4	1	3	2	5	11	4	4	1	0	1	2	2	2	
OG0000385	OG0000385	10	1	4	6	5	4	6	5	5	2	7	5	4	4	3	6	6	1	5	6	5	5	
OG0000386	OG0000386	4	6	4	3	3	7	8	11	2	1	5	2	3	4	3	4	4	13	4	4	7	3	
OG0000387	OG0000387	4	5	3	6	5	7	5	4	3	4	4	4	4	4	2	13	8	5	4	4	3	4	
OG0000388	OG0000388	0	0	13	0	1	2	0	44	1	0	4	14	0	0	0	3	3	0	3	6	7	4	
OG0000389	OG0000389	6	6	5	5	5	5	5	5	4	4	4	4	4	5	4	4	4	9	4	4	4	4	
OG0000390	OG0000390	6	5	3	6	6	3	2	8	3	3	5	4	2	3	4	10	9	2	5	5	5	5	
OG0000391	OG0000391	4	5	5	6	7	3	2	7	2	3	3	3	7	12	6	8	4	6	3	3	3	2	
OG0000392	OG0000392	1	4	9	4	2	5	8	16	2	2	3	4	4	4	4	6	8	0	4	6	5	3	
OG0000393	OG0000393	0	0	7	0	0	1	1	18	7	2	5	0	4	0	0	0	0	0	0	16	18	25	
OG0000394	OG0000394	5	5	3	4	4	4	4	5	5	6	5	5	4	4	4	5	5	6	5	5	5	5	
OG0000395	OG0000395	3	7	4	3	5	2	5	5	4	4	5	5	4	4	4	10	5	4	5	5	5	5	
OG0000396	OG0000396	3	1	7	5	5	4	5	12	2	3	2	3	3	5	2	9	11	9	3	3	3	3	
OG0000397	OG0000397	4	3	7	4	6	7	9	3	2	3	4	4	6	7	8	5	4	1	4	4	4	4	
OG0000398	OG0000398	4	3	5	7	8	9	8	10	2	2	3	3	1	3	4	4	10	1	4	4	4	4	
OG0000399	OG0000399	0	0	28	0	2	17	10	8	0	0	0	0	0	0	0	19	19	0	0	0	0	0	
OG0000400	OG0000400	0	0	29	0	2	0	0	2	1	4	1	0	3	1	1	12	12	0	6	9	8	12	
OG0000401	OG0000401	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	
OG0000402	OG0000402	3	5	5	11	15	7	5	0	1	5	2	2	2	8	6	7	9	0	2	2	2	3	
OG0000403	OG0000403	13	7	9	2	5	0	3	5	5	2	3	1	2	2	0	10	10	0	3	14	1	5	
OG0000404	OG0000404	8	5	4	5	5	9	10	6	3	2	3	3	7	3	4	6	5	4	3	3	2	2	
OG0000405	OG0000405	4	4	6	3	4	4	7	4	2	3	3	3	7	6	6	13	11	0	3	3	3	3	
OG0000406	OG0000406	0	0	15	3	5	1	8	16	12	9	0	0	1	2	1	0	0	0	19	0	1	9	
OG0000407	OG0000407	0	0	4	0	0	1	1	10	1	2	1	2	16	11	8	6	4	0	11	14	5	5	
OG0000408	OG0000408	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OG0000409	OG0000409	2	1	5	3	2	6	2	4	3	2	5	5	6	2	6	7	6	11	6	6	4	7	
OG0000410	OG0000410	7	0	10	0	1	1	2	23	1	1	13	15	0	0	0	2	2	0	2	9	4	8	
OG0000411	OG0000411	3	0	4	0	0	0	0	7	11	9	7	8	8	2	0	0	1	0	8	20	1	12	
OG0000412	OG0000412	0	0	2	2	3	0	2	12	7	10	2	8	3	6	2	19	14	0	1	3	3	2	
OG0000413	OG0000413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	
OG0000414	OG0000414	6	5	4	5	5	4	3	6	5	5	4	4	4	4	2	5	7	4	5	5	4	4	
OG0000415	OG0000415	9	11	5	8	6	2	6	18	1	1	2	1	3	4	3	3	3	5	3	2	2	2	
OG0000416	OG0000416	8	7	4	6	6	4	4	5	4	3	4	4	4	4	4	3	4	6	4	4	4	4	
OG0000417	OG0000417	8	3	4	6	7	5	5	0	4	3	3	4	5	5	4	6	5	7	4	4	4	4	
OG0000418	OG0000418	6	6	3	4	4	4	5	4	4	5	4	4	4	4	4	7	5	7	4	4	4	4	
OG0000419	OG0000419	6	2	6	5	6	4	6	5	4	4	4	4	5	5	4	4	4	6	4	4	4	4	
OG0000420	OG0000420	2	7	2	4	4	5	5	5	4	3	5	6	4	2	2	9	5	4	5	5	7	5	
OG0000421	OG0000421	4	3	3	6	11	5	6	4	2	1	3	3	6	11	2	7	6	2	3	3	5	3	
OG0000422	OG0000422	7	4	14	1	4	4	7	10	2	11	2	1	4	7	8	0	0	0	1	7	4	1	
OG0000423	OG0000423	1	2	9	3	4	1	3	9	10	8	1	4	2	2	2	6	6	7	5	5	5	4	
OG0000424	OG0000424	0	0	8	1	2	1	5	13	6	1	12	2	0	7	0	2	2	0	0	13	8	16	
OG0000425	OG0000425	5	4	3	3	3	1	1	7	6	2	6	8	3	4	6	5	6	2	7	5	4	7	
OG0000426	OG0000426	4	3	3	5	5	9	3	5	6	3	5	4	4	3	4	6	5	3	5	5	4	4	
OG0000427	OG0000427	14	0	15	0	0	0	1	2	5	3	0	5	1	0	0	2	1	0	10	24	6	9	
OG0000428	OG0000428	3	3	7	3	2	6	4	7	3	4	4	4	8	7	4	4	4	2	5	5	4	5	
OG0000429	OG0000429	4	3	6	5	5	4	7	9	3	3	4	4	5	3	5	6	6	0	4	4	4	4	
OG0000430	OG0000430	3	5	17	5	7	2	8	7	3	3	5	3	1	2	3	3	4	0	5	5	3	3	
OG0000431	OG0000431	6	3	7	7	7	6	5	6	2	2	2	4	6	4	8	4	6	4	2	2	2	2	
OG0000432	OG0000432	0	0	4	2	0	7	14	2	4	5	2	2	22	0	0	7	6	7	0	2	5	6	
OG0000433	OG0000433	4	4	3	4	4	4	3	6	4	4	4	4	3	3	4	9	7	6	4	4	4	4	
OG0000434	OG0000434	7	4	4	4	6	3	4	5	3	4	3	4	1	6	6	4	4	8	4	4	4	4	
OG0000435	OG0000435	3	1	3	4	8	8	6	11	2	4	3	3	5	4	8	2	6	0	4	4	4	3	
OG0000436	OG0000436	1	10	7	9	8	6	6	9	1	1	2	2	4	3	4	7	7	0	3	3	0	3	
OG0000437	OG0000437	0	2	15	13	7	3	10	12	1	0	1	0	6	4	10	5	4	0	1	0	1	1	
OG0000438	OG0000438	0	0	3	0	3	35	33	6	0	0	0	0	5	7	4	0	0	0	0	0	0	0	
OG0000439	OG0000439	0	0	0	0	0	0	0	0	2	2	61	6	0	0	0	0	0	0	0	1	18	6	
OG0000440	OG0000440	0	0	0	0	0	0	0	0	0	0	1	0	90	0	1	0	0	0	0	1	1	2	
OG0000441	OG0000441	5	4	5	5	5	7	6	7	2	1	3	3	7	6	7	4	4	3	3	3	2	3	
OG0000442	OG0000442	5	6	10	4	4	8	8	9	4	3	3	2	2	4	5	4	3	0	3	3	3	2	
OG0000443	OG0000443	1	1	0	0	0	0	0	11	2	0	6	4	0	0	0	0	0	0	7	57	2	4	
OG0000444	OG0000444	5	3	3	5	5	2	2	10	5	4	5	4	4	5	5	4	4	4	4	4	4	4	
OG0000445	OG0000445	1	0	8	6	6	6	5	2	8	1	3	1	7	5	7	10	8	0	1	3	3	4	
OG0000446	OG0000446	6	5	4	5	5	3	3	5	4	4	5	5	3	3	2	4	4	5	5	5	5	5	
OG0000447	OG0000447	7	5	3	5	5	5	2	4	3	4	4	4	4	4	3	7	6	4	4	4	4	4	
OG0000448	OG0000448	2	10	0	19	15	0	4	22	0	0	0	0	2	4	4	6	7	0	0	0	0	0	
OG0000449	OG0000449	3	3	5	4	4	3	2	4	2	3	4	4	7	7	6	7	6	5	4	4	4	4	
OG0000450	OG0000450	2	2	5	3	3	4	2	15	2	3	4	3	1	4	1	6	6	13	4	4	4	4	
OG0000451	OG0000451	1	8	12	10	9	6	7	6	1	1	1	1	4	2	3	11	8	0	1	1	0	2	
OG0000452	OG0000452	0	0	10	0	0	1	0	16	6	1	10	4	5	11	10	0	0	0	6	5	8	2	
OG0000453	OG0000453	0	0	0	9	3	2	10	15	9	6	1	6	7	0	5	2	1	0	6	4	4	5	
OG0000454	OG0000454	17	7	19	7	6	6	8	1	0	0	0	0	5	6	7	3	2	0	0	0	0	0	
OG0000455	OG0000455	2	2	1	0	1	0	0	12	31	18	0	0	0	0	0	1	2	0	18	1	3	2	
OG0000456	OG0000456	2	0	0	0	1	0	0	0	1	2	1	1	65	0	1	0	1	0	3	8	6	2	
OG0000457	OG0000457	0	0	5	1	0	1	1	3	8	5	6	3	0	1	2	15	11	0	3	8	14	7	
OG0000458	OG0000458	6	5	5	5	5	4	7	4	3	1	3	4	4	4	3	6	5	3	4	4	4	4	
OG0000459	OG0000459	2	3	9	4	2	6	5	6	4	1	7	6	2	0	3	1	4	0	6	7	7	8	
OG0000460	OG0000460	5	4	3	4	5	4	3	4	4	4	4	4	5	5	5	4	4	6	4	4	4	4	
OG0000461	OG0000461	2	2	16	4	4	5	6	3	0	0	1	1	9	12	9	9	7	0	1	1	0	1	
